client_id,age,segment,region,anciennete_mois
4177,37,Standard,Île-de-France,14
4178,41,Standard,Île-de-France,76
4179,59,Premium,Île-de-France,101
4180,33,Low-Value,Autres,117
4181,41,Low-Value,Auvergne-Rhône-Alpes,81
4182,31,Low-Value,Autres,84
4183,27,Standard,Île-de-France,83
4184,30,Low-Value,Auvergne-Rhône-Alpes,67
4185,32,Premium,Autres,112
4186,42,Premium,PACA,58
4187,66,Premium,Île-de-France,35
4188,29,Premium,Nouvelle-Aquitaine,47
4189,33,Standard,Île-de-France,7
4190,37,Standard,Île-de-France,77
4191,42,Standard,Nouvelle-Aquitaine,53
4192,41,Premium,Autres,83
4193,53,Standard,Auvergne-Rhône-Alpes,55
4194,18,Low-Value,Hauts-de-France,69
4195,18,Standard,Île-de-France,20
4196,32,Premium,Auvergne-Rhône-Alpes,3
4197,51,Low-Value,Île-de-France,71
4198,19,Standard,Île-de-France,1
4199,18,Premium,Hauts-de-France,104
4200,44,Standard,Île-de-France,22
4201,40,Standard,PACA,93
4202,24,Standard,Autres,81
4203,26,Low-Value,Île-de-France,36
4204,26,Standard,Autres,119
4205,39,Standard,PACA,119
4206,30,Standard,Grand Est,94
4207,43,Standard,PACA,15
4208,18,Premium,Île-de-France,78
4209,27,Standard,Hauts-de-France,46
4210,24,Standard,Nouvelle-Aquitaine,25
4211,34,Churner,Autres,100
4212,31,Standard,Occitanie,74
4213,47,Standard,Occitanie,36
4214,18,Standard,Autres,106
4215,38,Churner,Île-de-France,19
4216,44,Standard,PACA,49
4217,60,Standard,Île-de-France,82
4218,32,Churner,Nouvelle-Aquitaine,78
4219,41,Churner,Hauts-de-France,43
4220,18,Standard,Île-de-France,34
4221,18,Standard,Nouvelle-Aquitaine,55
4222,48,Churner,Nouvelle-Aquitaine,78
4223,37,Standard,Auvergne-Rhône-Alpes,18
4224,52,Standard,Occitanie,106
4225,21,Premium,Hauts-de-France,84
4226,44,Standard,Île-de-France,45
4227,60,Standard,Île-de-France,84
4228,43,Premium,Autres,68
4229,41,Premium,Île-de-France,88
4230,38,Premium,Île-de-France,118
4231,19,Standard,Grand Est,10
4232,54,Premium,Grand Est,89
4233,30,Low-Value,Autres,68
4234,44,Premium,Autres,20
4235,19,Low-Value,Île-de-France,76
4236,23,Premium,Hauts-de-France,88
4237,55,Standard,Île-de-France,113
4238,33,Standard,Grand Est,55
4239,55,Standard,Nouvelle-Aquitaine,23
4240,37,Low-Value,Nouvelle-Aquitaine,59
4241,18,Premium,Nouvelle-Aquitaine,35
4242,48,Standard,Île-de-France,12
4243,30,Low-Value,PACA,5
4244,46,Low-Value,Île-de-France,56
4245,38,Churner,Île-de-France,56
4246,19,Premium,Auvergne-Rhône-Alpes,12
4247,39,Low-Value,Nouvelle-Aquitaine,47
4248,64,Standard,Nouvelle-Aquitaine,85
4249,43,Premium,Hauts-de-France,61
4250,37,Standard,Île-de-France,57
4251,50,Low-Value,Auvergne-Rhône-Alpes,46
4252,40,Premium,Île-de-France,14
4253,40,Low-Value,Auvergne-Rhône-Alpes,16
4254,24,Premium,Nouvelle-Aquitaine,117
4255,40,Low-Value,Grand Est,103
4256,50,Standard,Autres,105
4257,27,Premium,Occitanie,56
4258,55,Premium,PACA,114
4259,36,Low-Value,Auvergne-Rhône-Alpes,97
4260,27,Premium,Autres,79
4261,49,Standard,Île-de-France,36
4262,34,Standard,Île-de-France,42
4263,47,Standard,Auvergne-Rhône-Alpes,94
4264,34,Standard,Île-de-France,81
4265,37,Low-Value,Île-de-France,26
4266,43,Standard,Auvergne-Rhône-Alpes,24
4267,41,Premium,Île-de-France,119
4268,18,Low-Value,Occitanie,9
4269,24,Churner,Grand Est,9
4270,49,Low-Value,Île-de-France,85
4271,36,Standard,Occitanie,93
4272,31,Standard,Île-de-France,36
4273,21,Churner,Nouvelle-Aquitaine,92
4274,25,Low-Value,Occitanie,12
4275,18,Standard,Île-de-France,46
4276,36,Low-Value,Autres,83
4277,30,Standard,Île-de-France,111
4278,26,Churner,Occitanie,116
4279,37,Low-Value,Nouvelle-Aquitaine,64
4280,42,Standard,Grand Est,100
4281,63,Churner,Auvergne-Rhône-Alpes,37
4282,19,Standard,PACA,47
4283,51,Low-Value,PACA,9
4284,49,Premium,Île-de-France,73
4285,28,Low-Value,Hauts-de-France,58
4286,40,Standard,Nouvelle-Aquitaine,70
4287,32,Churner,Autres,107
4288,40,Premium,Autres,78
4289,56,Low-Value,Hauts-de-France,55
4290,45,Premium,Occitanie,77
4291,44,Low-Value,Auvergne-Rhône-Alpes,110
4292,32,Standard,Île-de-France,102
4293,20,Churner,Nouvelle-Aquitaine,111
4294,35,Low-Value,Occitanie,107
4295,52,Low-Value,Occitanie,42
4296,19,Premium,Grand Est,16
4297,25,Premium,Grand Est,39
4298,39,Low-Value,Auvergne-Rhône-Alpes,97
4299,26,Standard,Nouvelle-Aquitaine,117
4300,28,Low-Value,PACA,92
4301,32,Premium,Autres,112
4302,21,Standard,Île-de-France,24
4303,26,Churner,PACA,2
4304,46,Low-Value,Autres,49
4305,22,Premium,Île-de-France,96
4306,18,Standard,Nouvelle-Aquitaine,84
4307,30,Churner,Île-de-France,77
4308,46,Premium,Grand Est,28
4309,35,Premium,Grand Est,7
4310,32,Standard,Autres,33
4311,38,Premium,PACA,2
4312,18,Standard,Auvergne-Rhône-Alpes,50
4313,43,Standard,Île-de-France,62
4314,42,Low-Value,Auvergne-Rhône-Alpes,51
4315,33,Churner,Île-de-France,110
4316,50,Standard,Île-de-France,37
4317,24,Standard,Nouvelle-Aquitaine,34
4318,51,Low-Value,Île-de-France,63
4319,39,Premium,Île-de-France,8
4320,33,Churner,Occitanie,36
4321,37,Premium,Occitanie,5
4322,36,Premium,Nouvelle-Aquitaine,2
4323,52,Standard,Île-de-France,50
4324,25,Standard,Auvergne-Rhône-Alpes,54
4325,28,Standard,Hauts-de-France,12
4326,50,Standard,PACA,51
4327,30,Standard,Occitanie,104
4328,48,Low-Value,Grand Est,105
4329,58,Low-Value,Occitanie,39
4330,33,Premium,Île-de-France,94
4331,46,Premium,PACA,6
4332,24,Standard,Auvergne-Rhône-Alpes,71
4333,47,Low-Value,Île-de-France,103
4334,40,Low-Value,Île-de-France,105
4335,43,Low-Value,Auvergne-Rhône-Alpes,82
4336,30,Premium,Occitanie,2
4337,18,Standard,Grand Est,40
4338,44,Low-Value,Auvergne-Rhône-Alpes,68
4339,18,Churner,Nouvelle-Aquitaine,99
4340,34,Premium,Île-de-France,3
4341,49,Standard,Nouvelle-Aquitaine,75
4342,40,Standard,Auvergne-Rhône-Alpes,94
4343,61,Standard,Île-de-France,72
4344,50,Standard,Nouvelle-Aquitaine,74
4345,30,Low-Value,Autres,19
4346,38,Churner,Occitanie,85
4347,37,Premium,PACA,58
4348,19,Low-Value,Île-de-France,47
4349,26,Premium,Auvergne-Rhône-Alpes,8
4350,31,Low-Value,Autres,7
4351,18,Premium,Nouvelle-Aquitaine,101
4352,38,Churner,Auvergne-Rhône-Alpes,101
4353,35,Standard,Île-de-France,2
4354,18,Standard,Occitanie,91
4355,42,Standard,Île-de-France,113
4356,46,Standard,Île-de-France,90
4357,40,Standard,Île-de-France,22
4358,34,Standard,Île-de-France,101
4359,45,Low-Value,Île-de-France,76
4360,46,Churner,Auvergne-Rhône-Alpes,50
4361,41,Standard,Île-de-France,113
4362,28,Low-Value,Nouvelle-Aquitaine,116
4363,41,Low-Value,Autres,112
4364,52,Low-Value,Nouvelle-Aquitaine,27
4365,30,Premium,Grand Est,107
4366,63,Standard,Île-de-France,50
4367,31,Premium,PACA,109
4368,38,Standard,Nouvelle-Aquitaine,47
4369,29,Low-Value,Auvergne-Rhône-Alpes,41
4370,40,Low-Value,Île-de-France,54
4371,18,Low-Value,Occitanie,2
4372,31,Standard,PACA,48
4373,24,Premium,Île-de-France,106
4374,39,Premium,PACA,39
4375,49,Low-Value,Autres,11
4376,45,Premium,PACA,31
4377,18,Premium,Grand Est,34
4378,62,Standard,Hauts-de-France,64
4379,41,Premium,Grand Est,73
4380,28,Standard,Autres,104
4381,39,Churner,Nouvelle-Aquitaine,57
4382,40,Premium,Grand Est,62
4383,29,Low-Value,PACA,96
4384,40,Churner,Île-de-France,49
4385,30,Standard,Auvergne-Rhône-Alpes,105
4386,33,Churner,Autres,25
4387,29,Standard,Auvergne-Rhône-Alpes,45
4388,20,Churner,Autres,61
4389,39,Low-Value,Hauts-de-France,82
4390,45,Low-Value,Île-de-France,98
4391,44,Premium,Auvergne-Rhône-Alpes,29
4392,47,Low-Value,Grand Est,19
4393,41,Churner,Auvergne-Rhône-Alpes,5
4394,31,Low-Value,Auvergne-Rhône-Alpes,74
4395,48,Premium,Auvergne-Rhône-Alpes,89
4396,21,Premium,Auvergne-Rhône-Alpes,38
4397,27,Standard,Île-de-France,47
4398,26,Low-Value,Île-de-France,50
4399,50,Premium,Grand Est,11
4400,49,Churner,Occitanie,13
4401,43,Standard,Île-de-France,41
4402,50,Standard,PACA,117
4403,27,Standard,Occitanie,88
4404,42,Low-Value,Nouvelle-Aquitaine,2
4405,36,Standard,Occitanie,49
4406,48,Standard,Auvergne-Rhône-Alpes,75
4407,36,Standard,PACA,94
4408,33,Low-Value,Île-de-France,66
4409,44,Low-Value,Occitanie,110
4410,48,Standard,Grand Est,103
4411,29,Standard,Nouvelle-Aquitaine,118
4412,37,Standard,Nouvelle-Aquitaine,74
4413,25,Standard,Hauts-de-France,20
4414,18,Standard,Auvergne-Rhône-Alpes,71
4415,40,Standard,Autres,34
4416,45,Standard,Hauts-de-France,71
4417,41,Standard,Auvergne-Rhône-Alpes,61
4418,18,Standard,Hauts-de-France,6
4419,33,Standard,Autres,31
4420,18,Standard,Grand Est,34
4421,54,Premium,Autres,85
4422,24,Premium,Île-de-France,63
4423,53,Premium,Auvergne-Rhône-Alpes,62
4424,49,Low-Value,Autres,44
4425,27,Standard,Hauts-de-France,99
4426,24,Low-Value,Autres,89
4427,42,Churner,Île-de-France,50
4428,27,Premium,PACA,15
4429,39,Standard,Nouvelle-Aquitaine,5
4430,32,Standard,Hauts-de-France,71
4431,18,Low-Value,Occitanie,88
4432,18,Churner,PACA,24
4433,40,Low-Value,Île-de-France,53
4434,31,Standard,Autres,43
4435,31,Churner,Nouvelle-Aquitaine,83
4436,46,Low-Value,Grand Est,26
4437,52,Low-Value,Île-de-France,78
4438,34,Premium,Île-de-France,60
4439,33,Standard,Auvergne-Rhône-Alpes,33
4440,44,Low-Value,Hauts-de-France,91
4441,21,Premium,Auvergne-Rhône-Alpes,60
4442,40,Low-Value,PACA,103
4443,44,Premium,Île-de-France,38
4444,46,Standard,Nouvelle-Aquitaine,47
4445,18,Low-Value,Auvergne-Rhône-Alpes,33
4446,28,Standard,Île-de-France,71
4447,27,Low-Value,PACA,83
4448,39,Standard,Autres,67
4449,43,Standard,Autres,45
4450,55,Standard,Île-de-France,77
4451,32,Standard,Autres,61
4452,32,Low-Value,Grand Est,26
4453,51,Premium,Île-de-France,40
4454,41,Standard,Autres,75
4455,53,Premium,Île-de-France,44
4456,41,Standard,Île-de-France,46
4457,24,Churner,Autres,71
4458,22,Premium,Autres,110
4459,19,Standard,Nouvelle-Aquitaine,41
4460,45,Low-Value,Hauts-de-France,38
4461,52,Standard,Auvergne-Rhône-Alpes,70
4462,60,Standard,PACA,75
4463,48,Premium,Grand Est,16
4464,51,Standard,Île-de-France,14
4465,31,Low-Value,Hauts-de-France,74
4466,24,Low-Value,Autres,7
4467,48,Standard,PACA,69
4468,43,Low-Value,Grand Est,3
4469,39,Standard,Île-de-France,104
4470,42,Low-Value,Grand Est,78
4471,41,Churner,Nouvelle-Aquitaine,16
4472,53,Premium,Île-de-France,32
4473,53,Standard,Hauts-de-France,5
4474,44,Premium,PACA,36
4475,48,Standard,PACA,68
4476,44,Standard,Autres,39
4477,32,Standard,Île-de-France,37
4478,47,Standard,Île-de-France,23
4479,21,Standard,Autres,25
4480,50,Premium,PACA,22
4481,23,Premium,Auvergne-Rhône-Alpes,19
4482,41,Premium,Île-de-France,63
4483,27,Standard,Grand Est,108
4484,44,Standard,Auvergne-Rhône-Alpes,40
4485,37,Premium,Grand Est,103
4486,18,Low-Value,Occitanie,10
4487,43,Low-Value,Occitanie,119
4488,31,Standard,Occitanie,33
4489,48,Low-Value,Auvergne-Rhône-Alpes,53
4490,38,Churner,Île-de-France,29
4491,42,Standard,Occitanie,47
4492,26,Standard,Auvergne-Rhône-Alpes,98
4493,30,Churner,Nouvelle-Aquitaine,87
4494,32,Premium,Occitanie,56
4495,48,Premium,Île-de-France,105
4496,58,Standard,Île-de-France,104
4497,28,Standard,Auvergne-Rhône-Alpes,32
4498,50,Premium,Auvergne-Rhône-Alpes,5
4499,18,Standard,Île-de-France,116
4500,23,Standard,Île-de-France,39
4501,26,Low-Value,Île-de-France,100
4502,21,Low-Value,Hauts-de-France,58
4503,18,Churner,Hauts-de-France,26
4504,42,Standard,Île-de-France,10
4505,35,Standard,Île-de-France,22
4506,42,Standard,Nouvelle-Aquitaine,90
4507,46,Premium,Auvergne-Rhône-Alpes,69
4508,41,Standard,Auvergne-Rhône-Alpes,81
4509,45,Standard,Nouvelle-Aquitaine,90
4510,37,Premium,Île-de-France,14
4511,23,Standard,Île-de-France,110
4512,50,Churner,Île-de-France,56
4513,30,Premium,Île-de-France,107
4514,26,Standard,Île-de-France,119
4515,35,Low-Value,Grand Est,10
4516,27,Premium,Grand Est,74
4517,32,Churner,Autres,57
4518,42,Low-Value,Hauts-de-France,45
4519,42,Standard,Auvergne-Rhône-Alpes,72
4520,27,Churner,Île-de-France,26
4521,32,Low-Value,Île-de-France,40
4522,50,Premium,Nouvelle-Aquitaine,109
4523,43,Low-Value,Île-de-France,106
4524,62,Standard,Auvergne-Rhône-Alpes,71
4525,52,Low-Value,Autres,110
4526,51,Standard,Auvergne-Rhône-Alpes,35
4527,21,Standard,Île-de-France,77
4528,47,Standard,Auvergne-Rhône-Alpes,6
4529,37,Standard,Île-de-France,110
4530,31,Low-Value,Occitanie,115
4531,40,Low-Value,PACA,92
4532,49,Low-Value,Auvergne-Rhône-Alpes,8
4533,44,Churner,Occitanie,2
4534,27,Low-Value,Autres,117
4535,46,Churner,Île-de-France,90
4536,30,Standard,Île-de-France,62
4537,40,Standard,Île-de-France,74
4538,34,Standard,Île-de-France,33
4539,35,Standard,Autres,18
4540,47,Churner,Île-de-France,42
4541,25,Premium,Île-de-France,69
4542,61,Standard,Autres,90
4543,18,Premium,Auvergne-Rhône-Alpes,99
4544,30,Low-Value,Nouvelle-Aquitaine,5
4545,42,Premium,Occitanie,23
4546,45,Standard,PACA,116
4547,36,Standard,PACA,66
4548,37,Premium,Auvergne-Rhône-Alpes,76
4549,42,Standard,Grand Est,42
4550,35,Low-Value,PACA,33
4551,54,Premium,Autres,106
4552,48,Churner,Île-de-France,47
4553,48,Premium,Île-de-France,48
4554,26,Standard,Île-de-France,34
4555,37,Low-Value,Occitanie,25
4556,34,Standard,Île-de-France,37
4557,25,Standard,Île-de-France,1
4558,42,Premium,Grand Est,82
4559,31,Low-Value,Autres,113
4560,45,Premium,Auvergne-Rhône-Alpes,14
4561,25,Low-Value,Île-de-France,14
4562,58,Standard,Île-de-France,66
4563,27,Standard,Hauts-de-France,53
4564,40,Churner,Hauts-de-France,113
4565,47,Low-Value,Hauts-de-France,45
4566,31,Low-Value,Grand Est,54
4567,48,Low-Value,Autres,69
4568,23,Premium,Autres,17
4569,55,Low-Value,Auvergne-Rhône-Alpes,23
4570,38,Standard,Autres,83
4571,30,Standard,Hauts-de-France,65
4572,34,Premium,Île-de-France,17
4573,47,Low-Value,Occitanie,85
4574,30,Low-Value,Auvergne-Rhône-Alpes,1
4575,29,Premium,Île-de-France,20
4576,35,Standard,Île-de-France,105
4577,23,Standard,PACA,36
4578,59,Standard,Auvergne-Rhône-Alpes,65
4579,31,Standard,Hauts-de-France,84
4580,47,Standard,Autres,70
4581,40,Standard,Occitanie,10
4582,26,Low-Value,Autres,91
4583,37,Standard,Auvergne-Rhône-Alpes,109
4584,47,Low-Value,Autres,45
4585,35,Standard,Autres,5
4586,52,Premium,Nouvelle-Aquitaine,63
4587,50,Standard,Auvergne-Rhône-Alpes,52
4588,49,Standard,Auvergne-Rhône-Alpes,116
4589,32,Churner,Auvergne-Rhône-Alpes,92
4590,25,Standard,Hauts-de-France,19
4591,30,Low-Value,Nouvelle-Aquitaine,47
4592,40,Low-Value,PACA,60
4593,44,Standard,Hauts-de-France,114
4594,18,Standard,Auvergne-Rhône-Alpes,82
4595,37,Standard,Grand Est,106
4596,39,Standard,PACA,65
4597,34,Churner,Occitanie,14
4598,53,Standard,Île-de-France,98
4599,43,Churner,Nouvelle-Aquitaine,109
4600,53,Standard,Nouvelle-Aquitaine,88
4601,35,Premium,Île-de-France,11
4602,49,Standard,Autres,34
4603,57,Low-Value,Hauts-de-France,14
4604,53,Standard,Auvergne-Rhône-Alpes,80
4605,24,Premium,Occitanie,24
4606,34,Premium,Autres,87
4607,33,Standard,Île-de-France,97
4608,43,Standard,Île-de-France,99
4609,46,Low-Value,Autres,23
4610,27,Standard,Île-de-France,19
4611,38,Low-Value,Occitanie,72
4612,18,Standard,Occitanie,1
4613,55,Standard,Autres,77
4614,31,Standard,Auvergne-Rhône-Alpes,76
4615,38,Low-Value,Autres,77
4616,34,Standard,Île-de-France,40
4617,51,Standard,Auvergne-Rhône-Alpes,24
4618,18,Standard,Île-de-France,66
4619,37,Premium,Île-de-France,63
4620,36,Standard,Autres,61
4621,32,Standard,Autres,2
4622,58,Standard,Île-de-France,109
4623,27,Standard,Nouvelle-Aquitaine,43
4624,47,Standard,Île-de-France,115
4625,42,Standard,Île-de-France,73
4626,53,Low-Value,Hauts-de-France,88
4627,29,Standard,Autres,24
4628,29,Standard,Occitanie,2
4629,51,Churner,Île-de-France,5
4630,43,Premium,Grand Est,94
4631,19,Low-Value,Autres,116
4632,31,Low-Value,Occitanie,13
4633,42,Premium,Auvergne-Rhône-Alpes,21
4634,48,Churner,Auvergne-Rhône-Alpes,95
4635,29,Standard,Hauts-de-France,77
4636,18,Low-Value,Autres,46
4637,44,Standard,Autres,54
4638,23,Standard,PACA,62
4639,18,Churner,Auvergne-Rhône-Alpes,59
4640,18,Standard,Auvergne-Rhône-Alpes,117
4641,47,Standard,PACA,79
4642,39,Standard,Hauts-de-France,99
4643,35,Low-Value,Autres,77
4644,54,Standard,Grand Est,58
4645,45,Churner,Autres,53
4646,57,Low-Value,Île-de-France,44
4647,21,Premium,Autres,3
4648,37,Low-Value,Autres,94
4649,18,Churner,Autres,66
4650,35,Standard,Île-de-France,72
4651,35,Standard,Autres,71
4652,45,Premium,PACA,81
4653,38,Premium,Auvergne-Rhône-Alpes,46
4654,45,Churner,Nouvelle-Aquitaine,32
4655,46,Standard,Île-de-France,5
4656,63,Standard,Auvergne-Rhône-Alpes,11
4657,34,Standard,Île-de-France,33
4658,26,Premium,PACA,12
4659,40,Standard,Occitanie,20
4660,28,Low-Value,Autres,98
4661,55,Standard,Occitanie,84
4662,34,Premium,PACA,75
4663,31,Low-Value,Grand Est,61
4664,32,Churner,Île-de-France,54
4665,46,Standard,Grand Est,4
4666,36,Standard,Île-de-France,31
4667,30,Standard,Île-de-France,8
4668,57,Standard,Nouvelle-Aquitaine,107
4669,27,Standard,Nouvelle-Aquitaine,21
4670,38,Low-Value,Autres,115
4671,45,Standard,Nouvelle-Aquitaine,56
4672,18,Standard,Auvergne-Rhône-Alpes,95
4673,43,Standard,Grand Est,93
4674,25,Premium,Auvergne-Rhône-Alpes,1
4675,47,Churner,Grand Est,34
4676,26,Low-Value,Île-de-France,83
4677,46,Standard,Auvergne-Rhône-Alpes,43
4678,51,Premium,Autres,81
4679,48,Low-Value,Nouvelle-Aquitaine,65
4680,41,Standard,Autres,78
4681,35,Low-Value,Auvergne-Rhône-Alpes,89
4682,31,Premium,Île-de-France,3
4683,55,Standard,PACA,118
4684,29,Standard,Île-de-France,8
4685,25,Standard,PACA,56
4686,45,Standard,Occitanie,116
4687,28,Standard,Autres,90
4688,26,Standard,Auvergne-Rhône-Alpes,114
4689,20,Low-Value,Autres,19
4690,32,Premium,PACA,62
4691,37,Standard,Île-de-France,56
4692,40,Standard,PACA,64
4693,49,Low-Value,Hauts-de-France,31
4694,44,Standard,Autres,5
4695,35,Standard,Nouvelle-Aquitaine,33
4696,35,Standard,Occitanie,19
4697,44,Premium,Hauts-de-France,63
4698,53,Standard,Occitanie,65
4699,39,Standard,Occitanie,16
4700,32,Churner,Nouvelle-Aquitaine,62
4701,26,Standard,PACA,34
4702,20,Premium,Île-de-France,81
4703,45,Standard,Île-de-France,37
4704,44,Low-Value,Grand Est,73
4705,44,Low-Value,Autres,68
4706,36,Churner,PACA,22
4707,54,Low-Value,Île-de-France,119
4708,32,Premium,Occitanie,80
4709,49,Premium,Île-de-France,50
4710,37,Standard,Occitanie,105
4711,30,Low-Value,Île-de-France,23
4712,45,Premium,Île-de-France,82
4713,42,Premium,Île-de-France,54
4714,42,Churner,Autres,105
4715,38,Churner,Île-de-France,49
4716,37,Premium,Île-de-France,5
4717,66,Standard,Île-de-France,84
4718,52,Low-Value,Occitanie,54
4719,46,Standard,Île-de-France,110
4720,39,Low-Value,Nouvelle-Aquitaine,25
4721,50,Standard,PACA,62
4722,44,Low-Value,Occitanie,55
4723,38,Standard,PACA,11
4724,34,Low-Value,Nouvelle-Aquitaine,112
4725,37,Standard,Île-de-France,53
4726,18,Standard,Hauts-de-France,78
4727,40,Standard,Auvergne-Rhône-Alpes,65
4728,32,Standard,Nouvelle-Aquitaine,105
4729,57,Standard,Autres,28
4730,38,Standard,Île-de-France,17
4731,23,Premium,Grand Est,50
4732,37,Low-Value,Occitanie,32
4733,25,Premium,Autres,95
4734,43,Low-Value,Autres,16
4735,41,Low-Value,PACA,81
4736,49,Standard,Auvergne-Rhône-Alpes,14
4737,28,Standard,Autres,39
4738,38,Churner,Grand Est,73
4739,21,Premium,Autres,97
4740,46,Low-Value,Autres,82
4741,44,Premium,Nouvelle-Aquitaine,48
4742,43,Churner,Île-de-France,91
4743,38,Low-Value,Nouvelle-Aquitaine,21
4744,42,Churner,Île-de-France,98
4745,57,Low-Value,Nouvelle-Aquitaine,46
4746,34,Standard,Occitanie,95
4747,39,Premium,Occitanie,79
4748,24,Standard,Île-de-France,29
4749,27,Standard,Grand Est,101
4750,39,Standard,Nouvelle-Aquitaine,90
4751,51,Standard,Hauts-de-France,59
4752,34,Low-Value,Île-de-France,25
4753,35,Premium,PACA,87
4754,33,Standard,Nouvelle-Aquitaine,28
4755,31,Standard,PACA,40
4756,41,Low-Value,Autres,4
4757,20,Standard,PACA,51
4758,53,Standard,Occitanie,72
4759,30,Standard,Hauts-de-France,106
4760,46,Standard,PACA,56
4761,22,Low-Value,Nouvelle-Aquitaine,29
4762,46,Low-Value,Grand Est,79
4763,46,Low-Value,Occitanie,114
4764,42,Churner,Hauts-de-France,70
4765,26,Churner,Auvergne-Rhône-Alpes,117
4766,40,Standard,Autres,3
4767,23,Premium,Nouvelle-Aquitaine,88
4768,34,Standard,Île-de-France,49
4769,50,Standard,Auvergne-Rhône-Alpes,99
4770,47,Churner,Île-de-France,79
4771,38,Standard,Île-de-France,6
4772,26,Churner,Autres,109
4773,45,Standard,Hauts-de-France,117
4774,38,Premium,Île-de-France,98
4775,18,Low-Value,Grand Est,46
4776,47,Low-Value,Occitanie,10
4777,37,Standard,Île-de-France,32
4778,52,Premium,Nouvelle-Aquitaine,103
4779,24,Premium,Auvergne-Rhône-Alpes,62
4780,18,Premium,Auvergne-Rhône-Alpes,30
4781,41,Standard,Nouvelle-Aquitaine,28
4782,41,Standard,Hauts-de-France,75
4783,18,Standard,Occitanie,65
4784,26,Standard,Auvergne-Rhône-Alpes,47
4785,71,Standard,PACA,79
4786,34,Standard,Autres,83
4787,46,Low-Value,Autres,115
4788,30,Standard,Autres,57
4789,18,Standard,Nouvelle-Aquitaine,50
4790,35,Standard,Île-de-France,117
4791,34,Premium,PACA,90
4792,33,Standard,Hauts-de-France,18
4793,36,Premium,Autres,49
4794,41,Standard,Auvergne-Rhône-Alpes,117
4795,36,Low-Value,Autres,109
4796,22,Churner,Île-de-France,87
4797,43,Churner,Auvergne-Rhône-Alpes,13
4798,18,Low-Value,PACA,99
4799,18,Low-Value,Occitanie,95
4800,46,Churner,Île-de-France,103
4801,44,Low-Value,Auvergne-Rhône-Alpes,20
4802,37,Standard,Île-de-France,83
4803,21,Standard,Autres,54
4804,29,Standard,Nouvelle-Aquitaine,89
4805,34,Premium,Autres,108
4806,18,Standard,Auvergne-Rhône-Alpes,33
4807,29,Standard,Île-de-France,29
4808,45,Low-Value,Nouvelle-Aquitaine,85
4809,55,Low-Value,PACA,62
4810,32,Churner,Autres,114
4811,47,Standard,Île-de-France,45
4812,18,Churner,Île-de-France,1
4813,45,Low-Value,Île-de-France,103
4814,28,Premium,Auvergne-Rhône-Alpes,78
4815,41,Standard,Occitanie,93
4816,35,Standard,PACA,43
4817,53,Premium,Auvergne-Rhône-Alpes,63
4818,27,Standard,Autres,40
4819,45,Standard,Nouvelle-Aquitaine,25
4820,34,Standard,Nouvelle-Aquitaine,79
4821,36,Churner,Autres,45
4822,35,Standard,Île-de-France,7
4823,27,Premium,Occitanie,72
4824,37,Low-Value,Occitanie,38
4825,37,Standard,Auvergne-Rhône-Alpes,13
4826,40,Standard,Nouvelle-Aquitaine,10
4827,39,Low-Value,Hauts-de-France,66
4828,47,Premium,Occitanie,18
4829,49,Standard,Hauts-de-France,109
4830,25,Low-Value,Nouvelle-Aquitaine,63
4831,48,Low-Value,Auvergne-Rhône-Alpes,78
4832,23,Premium,Nouvelle-Aquitaine,37
4833,45,Low-Value,Auvergne-Rhône-Alpes,39
4834,45,Churner,Grand Est,118
4835,18,Low-Value,Autres,18
4836,39,Low-Value,Île-de-France,19
4837,32,Standard,Île-de-France,51
4838,28,Standard,Auvergne-Rhône-Alpes,107
4839,54,Standard,Île-de-France,77
4840,30,Low-Value,Occitanie,36
4841,28,Churner,Île-de-France,4
4842,38,Low-Value,PACA,76
4843,46,Premium,Hauts-de-France,112
4844,36,Standard,Île-de-France,39
4845,51,Churner,Auvergne-Rhône-Alpes,96
4846,44,Standard,Auvergne-Rhône-Alpes,49
4847,18,Standard,Autres,83
4848,31,Churner,Autres,24
4849,31,Low-Value,Occitanie,110
4850,43,Standard,Auvergne-Rhône-Alpes,114
4851,18,Premium,Nouvelle-Aquitaine,81
4852,68,Standard,Occitanie,89
4853,44,Churner,Nouvelle-Aquitaine,30
4854,39,Standard,Île-de-France,117
4855,52,Standard,Nouvelle-Aquitaine,1
4856,66,Low-Value,Autres,66
4857,48,Standard,Auvergne-Rhône-Alpes,92
4858,49,Low-Value,Hauts-de-France,13
4859,39,Standard,Autres,84
4860,36,Standard,Occitanie,95
4861,32,Premium,Nouvelle-Aquitaine,11
4862,28,Premium,Île-de-France,42
4863,29,Low-Value,Île-de-France,39
4864,21,Premium,Occitanie,87
4865,37,Premium,Hauts-de-France,101
4866,18,Standard,Auvergne-Rhône-Alpes,78
4867,40,Standard,Île-de-France,42
4868,37,Standard,Occitanie,78
4869,39,Standard,Occitanie,26
4870,31,Premium,Île-de-France,46
4871,74,Premium,Île-de-France,81
4872,54,Premium,Auvergne-Rhône-Alpes,42
4873,23,Churner,Occitanie,54
4874,40,Standard,Île-de-France,22
4875,30,Standard,Auvergne-Rhône-Alpes,54
4876,25,Standard,Île-de-France,87
4877,21,Low-Value,Auvergne-Rhône-Alpes,31
4878,43,Standard,PACA,87
4879,29,Low-Value,Auvergne-Rhône-Alpes,94
4880,49,Standard,Grand Est,5
4881,49,Standard,Autres,7
