client_id,touchpoint_id,canal,date,position,n_touches_total,is_first_touch,is_last_touch,converti
2828,8535,SEO,2022-03-17,2,3,False,False,0
2828,8536,Google Ads,2022-03-31,3,3,False,True,0
2829,8537,YouTube,2022-01-04,1,5,True,False,0
2829,8538,Instagram,2022-01-18,2,5,False,False,0
2829,8539,Facebook,2022-02-01,3,5,False,False,0
2829,8540,Instagram,2022-02-04,4,5,False,False,0
2829,8541,Email,2022-02-09,5,5,False,True,1
2830,8542,Email,2022-01-03,1,4,True,False,0
2830,8543,SEO,2022-02-27,2,4,False,False,0
2830,8544,Email,2022-03-03,3,4,False,False,0
2830,8545,YouTube,2022-03-26,4,4,False,True,0
2831,8546,Google Ads,2022-01-26,1,3,True,False,0
2831,8547,Instagram,2022-03-13,2,3,False,False,0
2831,8548,Google Ads,2022-03-23,3,3,False,True,1
2832,8549,SEO,2022-01-11,1,5,True,False,0
2832,8550,Email,2022-01-27,2,5,False,False,0
2832,8551,Google Ads,2022-02-18,3,5,False,False,0
2832,8552,Email,2022-03-06,4,5,False,False,0
2832,8553,Email,2022-03-28,5,5,False,True,0
2833,8554,SEO,2022-02-18,1,1,True,True,0
2834,8555,Email,2022-01-08,1,4,True,False,0
2834,8556,Email,2022-02-20,2,4,False,False,0
2834,8557,Email,2022-02-25,3,4,False,False,0
2834,8558,SEO,2022-03-17,4,4,False,True,0
2835,8559,Google Ads,2022-01-08,1,4,True,False,0
2835,8560,Facebook,2022-02-07,2,4,False,False,0
2835,8561,Email,2022-02-09,3,4,False,False,0
2835,8562,Email,2022-03-30,4,4,False,True,1
2836,8563,Email,2022-01-12,1,3,True,False,0
2836,8564,Google Ads,2022-02-26,2,3,False,False,0
2836,8565,Email,2022-03-03,3,3,False,True,1
2837,8566,SEO,2022-01-22,1,4,True,False,0
2837,8567,SEO,2022-03-14,2,4,False,False,0
2837,8568,Email,2022-03-20,3,4,False,False,0
2837,8569,Instagram,2022-03-22,4,4,False,True,0
2838,8570,Google Ads,2022-01-30,1,4,True,False,0
2838,8571,Email,2022-02-20,2,4,False,False,0
2838,8572,Facebook,2022-03-29,3,4,False,False,0
2838,8573,Facebook,2022-03-31,4,4,False,True,0
2839,8574,Facebook,2022-02-25,1,3,True,False,0
2839,8575,YouTube,2022-03-14,2,3,False,False,0
2839,8576,Email,2022-03-16,3,3,False,True,0
2840,8577,Google Ads,2022-02-24,1,5,True,False,0
2840,8578,SEO,2022-03-08,2,5,False,False,0
2840,8579,Email,2022-03-09,3,5,False,False,0
2840,8580,Facebook,2022-03-18,4,5,False,False,0
2840,8581,Facebook,2022-03-26,5,5,False,True,0
2841,8582,Instagram,2022-01-16,1,4,True,False,0
2841,8583,Email,2022-01-26,2,4,False,False,0
2841,8584,Email,2022-03-16,3,4,False,False,0
2841,8585,YouTube,2022-03-28,4,4,False,True,0
2842,8586,SEO,2022-02-01,1,4,True,False,0
2842,8587,Email,2022-02-07,2,4,False,False,0
2842,8588,Email,2022-03-18,3,4,False,False,0
2842,8589,Facebook,2022-03-30,4,4,False,True,0
2843,8590,Email,2022-01-27,1,4,True,False,0
2843,8591,Email,2022-02-01,2,4,False,False,0
2843,8592,YouTube,2022-03-04,3,4,False,False,0
2843,8593,Email,2022-03-12,4,4,False,True,0
2844,8594,Google Ads,2022-02-07,1,3,True,False,0
2844,8595,SEO,2022-02-13,2,3,False,False,0
2844,8596,SEO,2022-02-21,3,3,False,True,0
2845,8597,Facebook,2022-01-11,1,4,True,False,0
2845,8598,SEO,2022-02-14,2,4,False,False,0
2845,8599,Instagram,2022-03-09,3,4,False,False,0
2845,8600,Google Ads,2022-03-22,4,4,False,True,1
2846,8601,SEO,2022-02-04,1,5,True,False,0
2846,8602,Instagram,2022-02-16,2,5,False,False,0
2846,8603,SEO,2022-02-23,3,5,False,False,0
2846,8604,Email,2022-03-15,4,5,False,False,0
2846,8605,SEO,2022-03-29,5,5,False,True,0
2847,8606,Instagram,2022-01-06,1,2,True,False,0
2847,8607,Email,2022-03-17,2,2,False,True,1
2848,8608,Facebook,2022-02-01,1,4,True,False,0
2848,8609,YouTube,2022-02-15,2,4,False,False,0
2848,8610,Instagram,2022-02-17,3,4,False,False,0
2848,8611,Email,2022-03-15,4,4,False,True,0
2849,8612,Email,2022-03-13,1,3,True,False,0
2849,8613,Email,2022-03-22,2,3,False,False,0
2849,8614,SEO,2022-03-30,3,3,False,True,0
2850,8615,Email,2022-01-04,1,2,True,False,0
2850,8616,SEO,2022-03-31,2,2,False,True,1
2851,8617,Email,2022-02-03,1,3,True,False,0
2851,8618,Google Ads,2022-02-10,2,3,False,False,0
2851,8619,Google Ads,2022-03-16,3,3,False,True,0
2852,8620,SEO,2022-01-10,1,3,True,False,0
2852,8621,Google Ads,2022-01-13,2,3,False,False,0
2852,8622,SEO,2022-02-22,3,3,False,True,0
2853,8623,Instagram,2022-01-03,1,3,True,False,0
2853,8624,SEO,2022-02-02,2,3,False,False,0
2853,8625,Facebook,2022-02-25,3,3,False,True,0
2854,8626,Email,2022-01-27,1,5,True,False,0
2854,8627,SEO,2022-01-28,2,5,False,False,0
2854,8628,Facebook,2022-02-06,3,5,False,False,0
2854,8629,SEO,2022-02-27,4,5,False,False,0
2854,8630,Google Ads,2022-03-12,5,5,False,True,0
2855,8631,Google Ads,2022-02-24,1,1,True,True,0
2856,8632,Instagram,2022-01-29,1,4,True,False,0
2856,8633,SEO,2022-03-08,2,4,False,False,0
2856,8634,Facebook,2022-03-24,3,4,False,False,0
2856,8635,SEO,2022-03-25,4,4,False,True,1
2857,8636,Email,2022-01-01,1,5,True,False,0
2857,8637,Google Ads,2022-01-02,2,5,False,False,0
2857,8638,Facebook,2022-02-23,3,5,False,False,0
2857,8639,Google Ads,2022-03-02,4,5,False,False,0
2857,8640,Google Ads,2022-03-21,5,5,False,True,0
2858,8641,Email,2022-01-05,1,5,True,False,0
2858,8642,Facebook,2022-01-08,2,5,False,False,0
2858,8643,Google Ads,2022-02-10,3,5,False,False,0
2858,8644,YouTube,2022-02-17,4,5,False,False,0
2858,8645,Instagram,2022-03-07,5,5,False,True,0
2859,8646,Instagram,2022-01-09,1,5,True,False,0
2859,8647,Email,2022-01-21,2,5,False,False,0
2859,8648,Google Ads,2022-02-05,3,5,False,False,0
2859,8649,Google Ads,2022-02-10,4,5,False,False,0
2859,8650,YouTube,2022-02-25,5,5,False,True,0
2860,8651,Instagram,2022-01-01,1,6,True,False,0
2860,8652,Google Ads,2022-02-01,2,6,False,False,0
2860,8653,YouTube,2022-02-10,3,6,False,False,0
2860,8654,Email,2022-02-24,4,6,False,False,0
2860,8655,Google Ads,2022-03-02,5,6,False,False,0
2860,8656,SEO,2022-03-31,6,6,False,True,1
2861,8657,Instagram,2022-01-01,1,6,True,False,0
2861,8658,Email,2022-01-25,2,6,False,False,0
2861,8659,Email,2022-02-04,3,6,False,False,0
2861,8660,SEO,2022-03-03,4,6,False,False,0
2861,8661,YouTube,2022-03-05,5,6,False,False,0
2861,8662,Facebook,2022-03-13,6,6,False,True,0
2862,8663,SEO,2022-01-15,1,3,True,False,0
2862,8664,Instagram,2022-01-25,2,3,False,False,0
2862,8665,SEO,2022-02-10,3,3,False,True,0
2863,8666,YouTube,2022-01-07,1,1,True,True,0
2864,8667,Google Ads,2022-01-11,1,3,True,False,0
2864,8668,Email,2022-02-10,2,3,False,False,0
2864,8669,SEO,2022-03-18,3,3,False,True,0
2865,8670,Facebook,2022-02-04,1,5,True,False,0
2865,8671,Facebook,2022-02-07,2,5,False,False,0
2865,8672,SEO,2022-02-26,3,5,False,False,0
2865,8673,YouTube,2022-03-07,4,5,False,False,0
2865,8674,SEO,2022-03-12,5,5,False,True,0
2866,8675,Email,2022-01-23,1,6,True,False,0
2866,8676,SEO,2022-01-25,2,6,False,False,0
2866,8677,SEO,2022-02-19,3,6,False,False,0
2866,8678,Email,2022-02-26,4,6,False,False,0
2866,8679,Instagram,2022-03-02,5,6,False,False,0
2866,8680,SEO,2022-03-04,6,6,False,True,1
2867,8681,Facebook,2022-02-03,1,5,True,False,0
2867,8682,Instagram,2022-02-08,2,5,False,False,0
2867,8683,Google Ads,2022-02-13,3,5,False,False,0
2867,8684,Facebook,2022-03-15,4,5,False,False,0
2867,8685,Instagram,2022-03-31,5,5,False,True,0
2868,8686,Facebook,2022-02-17,1,2,True,False,0
2868,8687,Email,2022-03-08,2,2,False,True,1
2869,8688,Email,2022-02-18,1,2,True,False,0
2869,8689,Google Ads,2022-03-16,2,2,False,True,1
2870,8690,Email,2022-01-01,1,6,True,False,0
2870,8691,SEO,2022-01-06,2,6,False,False,0
2870,8692,Instagram,2022-02-06,3,6,False,False,0
2870,8693,Email,2022-02-19,4,6,False,False,0
2870,8694,SEO,2022-02-26,5,6,False,False,0
2870,8695,Google Ads,2022-03-05,6,6,False,True,0
2871,8696,Google Ads,2022-01-04,1,3,True,False,0
2871,8697,Google Ads,2022-01-31,2,3,False,False,0
2871,8698,Facebook,2022-03-01,3,3,False,True,0
2872,8699,Instagram,2022-01-29,1,2,True,False,0
2872,8700,Email,2022-02-28,2,2,False,True,1
2873,8701,Instagram,2022-01-27,1,1,True,True,0
2874,8702,Facebook,2022-01-05,1,4,True,False,0
2874,8703,Google Ads,2022-02-11,2,4,False,False,0
2874,8704,Email,2022-03-08,3,4,False,False,0
2874,8705,Email,2022-03-27,4,4,False,True,1
2875,8706,SEO,2022-01-20,1,3,True,False,0
2875,8707,Facebook,2022-01-24,2,3,False,False,0
2875,8708,SEO,2022-03-15,3,3,False,True,0
2876,8709,Email,2022-01-17,1,4,True,False,0
2876,8710,Google Ads,2022-02-09,2,4,False,False,0
2876,8711,Google Ads,2022-02-18,3,4,False,False,0
2876,8712,SEO,2022-02-23,4,4,False,True,0
2877,8713,Instagram,2022-02-22,1,3,True,False,0
2877,8714,Email,2022-02-26,2,3,False,False,0
2877,8715,Instagram,2022-03-04,3,3,False,True,0
2878,8716,Facebook,2022-01-24,1,2,True,False,0
2878,8717,YouTube,2022-02-08,2,2,False,True,0
2879,8718,Email,2022-01-05,1,3,True,False,0
2879,8719,Google Ads,2022-02-18,2,3,False,False,0
2879,8720,Email,2022-03-25,3,3,False,True,0
2880,8721,Instagram,2022-02-15,1,2,True,False,0
2880,8722,Email,2022-03-08,2,2,False,True,0
2881,8723,Email,2022-02-03,1,3,True,False,0
2881,8724,YouTube,2022-02-04,2,3,False,False,0
2881,8725,Facebook,2022-02-18,3,3,False,True,0
2882,8726,Email,2022-01-20,1,2,True,False,0
2882,8727,Instagram,2022-02-04,2,2,False,True,0
2883,8728,Instagram,2022-02-14,1,3,True,False,0
2883,8729,Facebook,2022-02-26,2,3,False,False,0
2883,8730,SEO,2022-03-27,3,3,False,True,0
2884,8731,SEO,2022-02-03,1,5,True,False,0
2884,8732,Email,2022-02-08,2,5,False,False,0
2884,8733,Instagram,2022-02-09,3,5,False,False,0
2884,8734,Instagram,2022-02-17,4,5,False,False,0
2884,8735,SEO,2022-03-20,5,5,False,True,1
2885,8736,Google Ads,2022-01-28,1,2,True,False,0
2885,8737,SEO,2022-02-15,2,2,False,True,0
2886,8738,Google Ads,2022-01-07,1,3,True,False,0
2886,8739,Google Ads,2022-01-26,2,3,False,False,0
2886,8740,Facebook,2022-02-04,3,3,False,True,0
2887,8741,YouTube,2022-01-12,1,2,True,False,0
2887,8742,Instagram,2022-01-15,2,2,False,True,0
2888,8743,YouTube,2022-01-11,1,5,True,False,0
2888,8744,Instagram,2022-01-16,2,5,False,False,0
2888,8745,Email,2022-01-21,3,5,False,False,0
2888,8746,Google Ads,2022-02-06,4,5,False,False,0
2888,8747,Google Ads,2022-03-26,5,5,False,True,0
2889,8748,Instagram,2022-01-13,1,5,True,False,0
2889,8749,YouTube,2022-01-14,2,5,False,False,0
2889,8750,Email,2022-01-16,3,5,False,False,0
2889,8751,SEO,2022-01-25,4,5,False,False,0
2889,8752,Email,2022-02-22,5,5,False,True,1
2890,8753,SEO,2022-01-12,1,2,True,False,0
2890,8754,YouTube,2022-03-10,2,2,False,True,0
2891,8755,Instagram,2022-01-24,1,2,True,False,0
2891,8756,Facebook,2022-02-28,2,2,False,True,0
2892,8757,SEO,2022-01-01,1,2,True,False,0
2892,8758,Email,2022-03-24,2,2,False,True,0
2893,8759,Facebook,2022-02-07,1,2,True,False,0
2893,8760,SEO,2022-03-21,2,2,False,True,0
2894,8761,Google Ads,2022-01-29,1,4,True,False,0
2894,8762,Google Ads,2022-03-19,2,4,False,False,0
2894,8763,Google Ads,2022-03-21,3,4,False,False,0
2894,8764,SEO,2022-03-30,4,4,False,True,0
2895,8765,YouTube,2022-01-10,1,4,True,False,0
2895,8766,Google Ads,2022-02-11,2,4,False,False,0
2895,8767,Facebook,2022-02-20,3,4,False,False,0
2895,8768,Google Ads,2022-02-22,4,4,False,True,1
2896,8769,Facebook,2022-01-20,1,4,True,False,0
2896,8770,Google Ads,2022-02-27,2,4,False,False,0
2896,8771,Facebook,2022-03-25,3,4,False,False,0
2896,8772,YouTube,2022-03-28,4,4,False,True,0
2897,8773,Facebook,2022-01-06,1,6,True,False,0
2897,8774,Email,2022-01-15,2,6,False,False,0
2897,8775,Facebook,2022-01-30,3,6,False,False,0
2897,8776,YouTube,2022-02-15,4,6,False,False,0
2897,8777,SEO,2022-02-18,5,6,False,False,0
2897,8778,Google Ads,2022-02-27,6,6,False,True,0
2898,8779,SEO,2022-01-01,1,4,True,False,0
2898,8780,Facebook,2022-01-04,2,4,False,False,0
2898,8781,Email,2022-02-07,3,4,False,False,0
2898,8782,SEO,2022-03-26,4,4,False,True,0
2899,8783,Google Ads,2022-03-07,1,2,True,False,0
2899,8784,YouTube,2022-03-24,2,2,False,True,0
2900,8785,Google Ads,2022-01-30,1,5,True,False,0
2900,8786,Email,2022-02-14,2,5,False,False,0
2900,8787,Email,2022-03-17,3,5,False,False,0
2900,8788,Email,2022-03-23,4,5,False,False,0
2900,8789,Email,2022-03-25,5,5,False,True,1
2901,8790,Instagram,2022-03-10,1,2,True,False,0
2901,8791,Google Ads,2022-03-15,2,2,False,True,1
2902,8792,YouTube,2022-02-10,1,1,True,True,0
2903,8793,Email,2022-01-16,1,2,True,False,0
2903,8794,SEO,2022-02-19,2,2,False,True,0
2904,8795,Instagram,2022-01-05,1,3,True,False,0
2904,8796,Email,2022-01-26,2,3,False,False,0
2904,8797,Email,2022-02-05,3,3,False,True,0
2905,8798,YouTube,2022-01-14,1,2,True,False,0
2905,8799,Email,2022-01-27,2,2,False,True,1
2906,8800,Instagram,2022-01-25,1,5,True,False,0
2906,8801,Email,2022-02-09,2,5,False,False,0
2906,8802,SEO,2022-02-25,3,5,False,False,0
2906,8803,Google Ads,2022-03-04,4,5,False,False,0
2906,8804,Facebook,2022-03-29,5,5,False,True,0
2907,8805,Instagram,2022-03-08,1,2,True,False,0
2907,8806,Email,2022-03-09,2,2,False,True,1
2908,8807,Google Ads,2022-01-03,1,5,True,False,0
2908,8808,Google Ads,2022-01-12,2,5,False,False,0
2908,8809,Email,2022-02-19,3,5,False,False,0
2908,8810,Email,2022-03-11,4,5,False,False,0
2908,8811,Instagram,2022-03-14,5,5,False,True,0
2909,8812,Google Ads,2022-01-15,1,4,True,False,0
2909,8813,Facebook,2022-01-27,2,4,False,False,0
2909,8814,Email,2022-02-04,3,4,False,False,0
2909,8815,Email,2022-03-04,4,4,False,True,1
2910,8816,Facebook,2022-01-03,1,2,True,False,0
2910,8817,Google Ads,2022-01-17,2,2,False,True,0
2911,8818,Google Ads,2022-01-07,1,4,True,False,0
2911,8819,Facebook,2022-02-05,2,4,False,False,0
2911,8820,Google Ads,2022-02-26,3,4,False,False,0
2911,8821,Google Ads,2022-02-27,4,4,False,True,0
2912,8822,Email,2022-01-12,1,4,True,False,0
2912,8823,SEO,2022-01-13,2,4,False,False,0
2912,8824,SEO,2022-02-13,3,4,False,False,0
2912,8825,SEO,2022-03-13,4,4,False,True,1
2913,8826,Email,2022-02-09,1,6,True,False,0
2913,8827,Email,2022-02-10,2,6,False,False,0
2913,8828,Google Ads,2022-02-23,3,6,False,False,0
2913,8829,Instagram,2022-03-05,4,6,False,False,0
2913,8830,Facebook,2022-03-17,5,6,False,False,0
2913,8831,Facebook,2022-03-30,6,6,False,True,0
2914,8832,Facebook,2022-01-09,1,4,True,False,0
2914,8833,Facebook,2022-02-18,2,4,False,False,0
2914,8834,Google Ads,2022-03-03,3,4,False,False,0
2914,8835,Instagram,2022-03-06,4,4,False,True,0
2915,8836,Email,2022-01-26,1,1,True,True,1
2916,8837,Facebook,2022-01-27,1,2,True,False,0
2916,8838,SEO,2022-02-02,2,2,False,True,0
2917,8839,Google Ads,2022-01-28,1,1,True,True,0
2918,8840,SEO,2022-01-16,1,1,True,True,0
2919,8841,Instagram,2022-02-07,1,1,True,True,0
2920,8842,SEO,2022-02-05,1,2,True,False,0
2920,8843,SEO,2022-02-07,2,2,False,True,0
2921,8844,Google Ads,2022-01-31,1,1,True,True,0
2922,8845,SEO,2022-01-23,1,1,True,True,0
2923,8846,Email,2022-02-01,1,2,True,False,0
2923,8847,Instagram,2022-03-01,2,2,False,True,0
2924,8848,SEO,2022-01-12,1,3,True,False,0
2924,8849,Facebook,2022-02-04,2,3,False,False,0
2924,8850,Instagram,2022-03-23,3,3,False,True,1
2925,8851,Facebook,2022-01-08,1,3,True,False,0
2925,8852,Google Ads,2022-02-17,2,3,False,False,0
2925,8853,SEO,2022-03-17,3,3,False,True,0
2926,8854,YouTube,2022-02-26,1,3,True,False,0
2926,8855,YouTube,2022-03-19,2,3,False,False,0
2926,8856,Facebook,2022-03-30,3,3,False,True,0
2927,8857,Email,2022-01-01,1,5,True,False,0
2927,8858,Google Ads,2022-01-03,2,5,False,False,0
2927,8859,Email,2022-02-01,3,5,False,False,0
2927,8860,Email,2022-02-09,4,5,False,False,0
2927,8861,Email,2022-03-22,5,5,False,True,1
2928,8862,Instagram,2022-02-01,1,6,True,False,0
2928,8863,Email,2022-02-11,2,6,False,False,0
2928,8864,SEO,2022-02-18,3,6,False,False,0
2928,8865,Email,2022-03-06,4,6,False,False,0
2928,8866,Google Ads,2022-03-11,5,6,False,False,0
2928,8867,SEO,2022-03-21,6,6,False,True,0
2929,8868,SEO,2022-01-15,1,2,True,False,0
2929,8869,SEO,2022-03-22,2,2,False,True,1
2930,8870,SEO,2022-01-20,1,2,True,False,0
2930,8871,Facebook,2022-02-24,2,2,False,True,0
2931,8872,SEO,2022-01-06,1,2,True,False,0
2931,8873,Google Ads,2022-01-23,2,2,False,True,0
2932,8874,Email,2022-01-09,1,4,True,False,0
2932,8875,Email,2022-02-16,2,4,False,False,0
2932,8876,SEO,2022-03-09,3,4,False,False,0
2932,8877,Instagram,2022-03-25,4,4,False,True,1
2933,8878,Email,2022-03-04,1,1,True,True,1
2934,8879,Email,2022-01-03,1,3,True,False,0
2934,8880,Facebook,2022-01-10,2,3,False,False,0
2934,8881,SEO,2022-01-15,3,3,False,True,0
2935,8882,Email,2022-01-18,1,6,True,False,0
2935,8883,Instagram,2022-02-01,2,6,False,False,0
2935,8884,Email,2022-02-03,3,6,False,False,0
2935,8885,SEO,2022-02-14,4,6,False,False,0
2935,8886,YouTube,2022-03-02,5,6,False,False,0
2935,8887,SEO,2022-03-03,6,6,False,True,1
2936,8888,Email,2022-02-10,1,3,True,False,0
2936,8889,Email,2022-03-09,2,3,False,False,0
2936,8890,Google Ads,2022-03-10,3,3,False,True,0
2937,8891,Facebook,2022-01-06,1,3,True,False,0
2937,8892,Google Ads,2022-01-11,2,3,False,False,0
2937,8893,Instagram,2022-03-02,3,3,False,True,0
2938,8894,Google Ads,2022-03-23,1,1,True,True,1
2939,8895,Google Ads,2022-01-13,1,2,True,False,0
2939,8896,Instagram,2022-03-19,2,2,False,True,0
2940,8897,Email,2022-01-31,1,1,True,True,1
2941,8898,Instagram,2022-01-28,1,4,True,False,0
2941,8899,Facebook,2022-03-15,2,4,False,False,0
2941,8900,SEO,2022-03-23,3,4,False,False,0
2941,8901,Google Ads,2022-03-30,4,4,False,True,0
2942,8902,YouTube,2022-02-25,1,4,True,False,0
2942,8903,Instagram,2022-02-27,2,4,False,False,0
2942,8904,YouTube,2022-03-09,3,4,False,False,0
2942,8905,Email,2022-03-13,4,4,False,True,0
2943,8906,Email,2022-03-05,1,1,True,True,0
2944,8907,YouTube,2022-02-11,1,5,True,False,0
2944,8908,Google Ads,2022-02-13,2,5,False,False,0
2944,8909,Email,2022-02-25,3,5,False,False,0
2944,8910,Instagram,2022-03-07,4,5,False,False,0
2944,8911,Facebook,2022-03-08,5,5,False,True,0
2945,8912,SEO,2022-02-01,1,2,True,False,0
2945,8913,Google Ads,2022-02-23,2,2,False,True,1
2946,8914,SEO,2022-01-06,1,4,True,False,0
2946,8915,SEO,2022-01-17,2,4,False,False,0
2946,8916,SEO,2022-02-07,3,4,False,False,0
2946,8917,Google Ads,2022-02-10,4,4,False,True,1
2947,8918,Email,2022-01-18,1,5,True,False,0
2947,8919,SEO,2022-01-19,2,5,False,False,0
2947,8920,YouTube,2022-01-23,3,5,False,False,0
2947,8921,SEO,2022-02-15,4,5,False,False,0
2947,8922,Email,2022-02-22,5,5,False,True,1
2948,8923,Instagram,2022-03-02,1,1,True,True,0
2949,8924,Google Ads,2022-03-03,1,2,True,False,0
2949,8925,SEO,2022-03-25,2,2,False,True,0
2950,8926,Facebook,2022-01-21,1,2,True,False,0
2950,8927,SEO,2022-03-21,2,2,False,True,0
2951,8928,SEO,2022-01-11,1,3,True,False,0
2951,8929,Instagram,2022-01-14,2,3,False,False,0
2951,8930,Email,2022-03-11,3,3,False,True,0
2952,8931,Email,2022-02-17,1,2,True,False,0
2952,8932,Email,2022-03-18,2,2,False,True,0
2953,8933,YouTube,2022-01-30,1,3,True,False,0
2953,8934,SEO,2022-02-28,2,3,False,False,0
2953,8935,YouTube,2022-03-22,3,3,False,True,0
2954,8936,YouTube,2022-01-05,1,6,True,False,0
2954,8937,Facebook,2022-01-20,2,6,False,False,0
2954,8938,Google Ads,2022-01-24,3,6,False,False,0
2954,8939,Instagram,2022-02-04,4,6,False,False,0
2954,8940,Google Ads,2022-02-25,5,6,False,False,0
2954,8941,Instagram,2022-03-24,6,6,False,True,1
2955,8942,Instagram,2022-02-24,1,3,True,False,0
2955,8943,Google Ads,2022-03-21,2,3,False,False,0
2955,8944,SEO,2022-03-28,3,3,False,True,0
2956,8945,Google Ads,2022-01-09,1,3,True,False,0
2956,8946,Instagram,2022-02-26,2,3,False,False,0
2956,8947,Email,2022-03-08,3,3,False,True,1
2957,8948,Facebook,2022-01-12,1,2,True,False,0
2957,8949,Instagram,2022-02-19,2,2,False,True,0
2958,8950,Instagram,2022-02-03,1,1,True,True,0
2959,8951,Google Ads,2022-02-11,1,4,True,False,0
2959,8952,SEO,2022-03-02,2,4,False,False,0
2959,8953,Facebook,2022-03-10,3,4,False,False,0
2959,8954,Facebook,2022-03-16,4,4,False,True,0
2960,8955,Google Ads,2022-01-01,1,2,True,False,0
2960,8956,Instagram,2022-01-19,2,2,False,True,0
2961,8957,Email,2022-03-08,1,2,True,False,0
2961,8958,Email,2022-03-20,2,2,False,True,1
2962,8959,SEO,2022-01-15,1,2,True,False,0
2962,8960,SEO,2022-01-18,2,2,False,True,0
2963,8961,Facebook,2022-01-04,1,3,True,False,0
2963,8962,Email,2022-01-05,2,3,False,False,0
2963,8963,SEO,2022-03-02,3,3,False,True,1
2964,8964,SEO,2022-02-24,1,1,True,True,0
2965,8965,Email,2022-01-28,1,4,True,False,0
2965,8966,SEO,2022-02-01,2,4,False,False,0
2965,8967,SEO,2022-03-21,3,4,False,False,0
2965,8968,Instagram,2022-03-31,4,4,False,True,0
2966,8969,Email,2022-01-23,1,3,True,False,0
2966,8970,SEO,2022-02-09,2,3,False,False,0
2966,8971,SEO,2022-03-09,3,3,False,True,1
2967,8972,Facebook,2022-02-13,1,3,True,False,0
2967,8973,Instagram,2022-02-21,2,3,False,False,0
2967,8974,Email,2022-02-23,3,3,False,True,1
2968,8975,SEO,2022-01-07,1,4,True,False,0
2968,8976,Email,2022-01-20,2,4,False,False,0
2968,8977,SEO,2022-01-22,3,4,False,False,0
2968,8978,SEO,2022-02-28,4,4,False,True,0
2969,8979,Google Ads,2022-01-07,1,3,True,False,0
2969,8980,Email,2022-01-09,2,3,False,False,0
2969,8981,Instagram,2022-01-14,3,3,False,True,0
2970,8982,YouTube,2022-01-06,1,2,True,False,0
2970,8983,Instagram,2022-01-22,2,2,False,True,1
2971,8984,Facebook,2022-01-19,1,3,True,False,0
2971,8985,Email,2022-02-15,2,3,False,False,0
2971,8986,Google Ads,2022-03-06,3,3,False,True,0
2972,8987,Email,2022-02-04,1,3,True,False,0
2972,8988,Email,2022-02-05,2,3,False,False,0
2972,8989,Email,2022-03-22,3,3,False,True,1
2973,8990,YouTube,2022-01-01,1,3,True,False,0
2973,8991,Email,2022-01-11,2,3,False,False,0
2973,8992,Google Ads,2022-03-06,3,3,False,True,1
2974,8993,Email,2022-01-15,1,4,True,False,0
2974,8994,YouTube,2022-01-22,2,4,False,False,0
2974,8995,Facebook,2022-02-26,3,4,False,False,0
2974,8996,Facebook,2022-03-04,4,4,False,True,0
2975,8997,Google Ads,2022-01-11,1,4,True,False,0
2975,8998,SEO,2022-01-17,2,4,False,False,0
2975,8999,Email,2022-02-24,3,4,False,False,0
2975,9000,Google Ads,2022-03-31,4,4,False,True,1
2976,9001,Instagram,2022-02-15,1,3,True,False,0
2976,9002,Facebook,2022-03-06,2,3,False,False,0
2976,9003,Email,2022-03-28,3,3,False,True,1
2977,9004,SEO,2022-01-10,1,4,True,False,0
2977,9005,Facebook,2022-02-08,2,4,False,False,0
2977,9006,Facebook,2022-02-11,3,4,False,False,0
2977,9007,SEO,2022-02-19,4,4,False,True,1
2978,9008,Google Ads,2022-01-03,1,1,True,True,1
2979,9009,Email,2022-01-14,1,3,True,False,0
2979,9010,Email,2022-01-31,2,3,False,False,0
2979,9011,Google Ads,2022-03-25,3,3,False,True,1
2980,9012,Google Ads,2022-01-31,1,3,True,False,0
2980,9013,Email,2022-02-12,2,3,False,False,0
2980,9014,Google Ads,2022-03-26,3,3,False,True,0
2981,9015,Google Ads,2022-01-06,1,3,True,False,0
2981,9016,Google Ads,2022-02-24,2,3,False,False,0
2981,9017,Google Ads,2022-03-29,3,3,False,True,0
2982,9018,SEO,2022-02-17,1,2,True,False,0
2982,9019,Facebook,2022-02-25,2,2,False,True,0
2983,9020,Email,2022-01-03,1,2,True,False,0
2983,9021,SEO,2022-02-09,2,2,False,True,0
2984,9022,Email,2022-01-07,1,3,True,False,0
2984,9023,Google Ads,2022-02-10,2,3,False,False,0
2984,9024,Instagram,2022-03-26,3,3,False,True,0
2985,9025,Google Ads,2022-02-06,1,2,True,False,0
2985,9026,Instagram,2022-03-14,2,2,False,True,0
2986,9027,Instagram,2022-01-27,1,4,True,False,0
2986,9028,Instagram,2022-02-23,2,4,False,False,0
2986,9029,YouTube,2022-03-02,3,4,False,False,0
2986,9030,SEO,2022-03-21,4,4,False,True,1
2987,9031,SEO,2022-01-20,1,5,True,False,0
2987,9032,Facebook,2022-01-27,2,5,False,False,0
2987,9033,Google Ads,2022-02-16,3,5,False,False,0
2987,9034,Email,2022-02-23,4,5,False,False,0
2987,9035,SEO,2022-03-23,5,5,False,True,1
2988,9036,SEO,2022-01-22,1,2,True,False,0
2988,9037,SEO,2022-03-05,2,2,False,True,0
2989,9038,Google Ads,2022-01-07,1,2,True,False,0
2989,9039,Instagram,2022-01-19,2,2,False,True,0
2990,9040,Email,2022-01-27,1,2,True,False,0
2990,9041,SEO,2022-02-22,2,2,False,True,0
2991,9042,SEO,2022-01-01,1,4,True,False,0
